X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
77.1358,14.3929,585,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,ALKALI FELDSPAR GRANITE,,62.88,17.64,4.32,0.05,0.97,1.67,1.61,3.42,0.61,0.1,6.124069,866.7,13.7,9.3,70.1,26.4,18.4,34,6.4,102.1,284.6,73.6,20.8,23.2
77.1358,14.3929,585,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,ALKALI FELDSPAR GRANITE,,62.88,17.64,4.32,0.05,0.97,1.67,1.61,3.42,0.61,0.1,6.124069,866.7,13.7,9.3,70.1,26.4,18.4,34,6.4,102.1,284.6,73.6,20.8,23.2
77.1358,14.3929,585,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,ALKALI FELDSPAR GRANITE,,62.88,17.64,4.32,0.05,0.97,1.67,1.61,3.42,0.61,0.1,6.124069,866.7,13.7,9.3,70.1,26.4,18.4,34,6.4,102.1,284.6,73.6,20.8,23.2
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.588,15.2646,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1339,14.4119,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.1363,14.4092,0,0,,,FAULT,ARCHAEAN,DHARWAR,RAMAGIRI-PENAKACHERLA,,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.4933,14.3379,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,BABABUDAN,JAVAGONDANAHALLI,AMPHIBOLITE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.2301,14.2456,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.175,14.2464,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
77.0637,14.2455,604,-79,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,,,CLOSEPET,GREY GRANITE,CLOSEPET GRANITE,62.246,17.17,4.56,0.05,0.89,1.67,1.93,4.12,0.68,0.12,5.93962,892.8,13.5,9.6,72,32.5,16,16,8.3,147.9,198.9,39.8,23.3,33.7
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5046,14.3436,615,-76,,,FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
76.5011,14.3392,615,-76,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-I,,MIGMATITE GNEISS,,55.89,15.67,9.27,0.98,4.61,2.98,0.15,1.31,0.86,0.12,7.484614,216.6,17.4,22.9,194.3,2,11.7,82.1,33.4,34.2,122.6,104.8,58,55.4
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5693,15.262,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5674,15.2631,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,SERICITE SCHIST,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,SYNCLINE,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,SYNCLINE,FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.61,15.0564,0,0,,ANTICLINE (PLUNGING),FAULT,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,SYNCLINE,FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,SYNCLINE,FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,SYNCLINE,FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,ANTICLINE (PLUNGING),FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,ANTICLINE (PLUNGING),FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.5909,15.0919,0,0,,ANTICLINE (PLUNGING),FAULT HIDDEN,ARCHAEAN,DHARWAR,SANDUR,DONIMALAI,BANDED FERRUGINOUS CHERT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5833,15.2342,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5833,15.2342,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5833,15.2342,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5833,15.2342,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5833,15.2342,402,-91,,,FAULT,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5833,15.2342,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5978,15.2474,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
77.5978,15.2474,402,-91,,,FAULT INTERPRETED,ARCHAEAN- PALAEOPROTEROZOIC,PENINSULAR GNEISSIC COMPLEX,PENINSULAR GNEISSIC COMPLEX-II,,GREY HORNBLENDE BIOTITE GNEISS,,66.59,13.89,4.39,0.84,1.82,2.03,0.05,3.62,1.87,0.13,4.26,736.8,20.6,7.1,70.5,6.5,4.8,20.8,23,54.4,467,35.7,21.4,34.5
